epoch;accuracy;loss;val_accuracy;val_loss
0;0.832763135433197;0.40490084886550903;0.673969566822052;2.1905055046081543
1;0.8586999773979187;0.3329964280128479;0.8871147632598877;0.26114004850387573
2;0.8824886679649353;0.27957192063331604;0.600074291229248;1.642719030380249
3;0.9045270085334778;0.22777563333511353;0.7991088032722473;0.4912797510623932
4;0.9179728031158447;0.1953827440738678;0.7714444994926453;0.7477235198020935
5;0.9387381672859192;0.15575280785560608;0.8028221130371094;0.6311714053153992
6;0.9578327536582947;0.10862994939088821;0.8057928085327148;0.7555872797966003
7;0.9466942548751831;0.1266377866268158;0.8288154602050781;0.5749785304069519
